setup,hidden,learning_rate,batch_size,train_percentage,epoch,nlt_tp,nlt_fp,nlt_tn,nlt_fn,eval_accuracy,eval_accuracy_2,precision,recall,f1-score
NLLoss,512,1.00E-06,2,100%,5,807,395,519,650,0.9458965758,,0.6713810316,0.5538778312,0.6069951109
NLLoss,256,1.00E-05,4,100%,0,817,399,515,640,0.9458799694,,0.671875,0.5607412491,0.6112981669
BCEwithLL,256,1.00E-06,1,100%,7,819,403,511,638,0.9458633631,,0.670212766,0.5621139327,0.6114221725
BCEwithLL,64,0.0001,16,100%,0,792,394,520,665,0.9458301505,,0.6677908938,0.5435827042,0.5993189557
BCEwithLL,128,1.00E-05,16,100%,4,790,396,518,667,0.9458135441,,0.6661045531,0.5422100206,0.597805524
NLLoss,128,1.00E-05,8,100%,2,749,352,562,708,0.9457969378,,0.6802906449,0.5140700069,0.5856137608
NLLoss,8,0.01,8,100%,3,443,204,710,1014,0.9457803315,,0.684698609,0.3040494166,0.4211026616
NLLoss,8,1.00E-05,2,100%,3,814,368,546,643,0.9457803315,,0.6886632826,0.5586822237,0.616900341
NLLoss,128,1.00E-06,1,100%,7,821,405,509,636,0.9457637251,,0.6696574225,0.5634866163,0.6120014909
BCEwithLL,16,1.00E-05,8,100%,7,815,369,545,642,0.9457471188,,0.6883445946,0.5593685655,0.6171904582
NLLoss,16,0.0001,16,100%,0,885,424,490,572,0.9457471188,,0.6760886173,0.6074124914,0.6399132321
BCEwithLL,16,1.00E-05,2,100%,2,937,459,455,520,0.9457471188,,0.6712034384,0.6431022649,0.656852436
BCEwithLL,64,0.001,1,100%,1,611,275,639,846,0.9457471188,,0.6896162528,0.4193548387,0.5215535638
NLLoss,32,1.00E-05,2,100%,1,854,424,490,603,0.9457471188,,0.6682316119,0.5861358957,0.6244972578
NLLoss,512,1.00E-05,32,100%,3,733,347,567,724,0.9457471188,,0.6787037037,0.5030885381,0.5778478518
BCEwithLL,256,1.00E-06,1,100%,6,818,405,509,639,0.9457139061,,0.6688470973,0.5614275909,0.6104477612
NLLoss,512,1.00E-06,8,100%,9,817,400,514,640,0.9457139061,94.57,0.6713229252,0.5607412491,0.6110695587
NLLoss,32,1.00E-05,4,100%,2,855,411,503,602,0.9456972998,,0.6753554502,0.5868222375,0.6279838414
NLLoss,128,1.00E-05,32,100%,4,807,395,519,650,0.9456972998,,0.6713810316,0.5538778312,0.6069951109
BCEwithLL,8,1.00E-05,4,100%,9,813,390,524,644,0.9456972998,94.57,0.6758104738,0.5579958819,0.6112781955
BCEwithLL,32,1.00E-05,16,100%,9,788,370,544,669,0.9456806935,94.57,0.6804835924,0.540837337,0.6026768642
NLLoss,16,1.00E-05,1,100%,1,913,437,477,544,0.9456806935,,0.6762962963,0.6266300618,0.6505165657
NLLoss,128,1.00E-06,1,100%,8,814,402,512,643,0.9456806935,,0.6694078947,0.5586822237,0.6090534979
NLLoss,64,1.00E-05,16,100%,4,771,368,546,686,0.9456640872,,0.6769095698,0.5291695264,0.593990755
BCEwithLL,64,1.00E-05,32,100%,9,791,388,526,666,0.9456308745,94.56,0.6709075488,0.5428963624,0.6001517451
NLLoss,16,1.00E-05,32,100%,9,899,413,501,558,0.9456308745,94.56,0.6852134146,0.6170212766,0.6493318888
NLLoss,32,1.00E-05,8,100%,3,804,388,526,653,0.9456308745,,0.6744966443,0.5518188058,0.6070215176
NLLoss,128,1.00E-05,8,100%,1,799,401,513,658,0.9456142682,,0.6658333333,0.5483870968,0.6014301844
NLLoss,256,1.00E-06,2,100%,8,781,388,526,676,0.9456142682,,0.6680923867,0.5360329444,0.5948210206
BCEwithLL,32,1.00E-05,8,100%,4,831,417,497,626,0.9455976618,,0.6658653846,0.5703500343,0.6144177449
BCEwithLL,32,1.00E-05,4,100%,3,808,399,515,649,0.9455976618,,0.6694283347,0.554564173,0.6066066066
NLLoss,16,1.00E-05,4,100%,4,903,438,476,554,0.9455976618,,0.6733780761,0.6197666438,0.6454610436
NLLoss,64,1.00E-05,4,100%,1,812,399,515,645,0.9455976618,,0.6705202312,0.5573095402,0.6086956522
NLLoss,64,0.001,16,100%,0,538,268,646,919,0.9455810555,,0.6674937965,0.3692518874,0.4754750331
NLLoss,256,1.00E-06,2,100%,7,788,389,525,669,0.9455810555,,0.6694987256,0.540837337,0.5983295368
BCEwithLL,512,1.00E-06,2,100%,7,818,397,517,639,0.9455810555,,0.6732510288,0.5614275909,0.6122754491
NLLoss,128,1.00E-06,2,100%,9,810,396,518,647,0.9455644492,94.56,0.671641791,0.5559368566,0.6083364626
BCEwithLL,512,0.0001,16,100%,1,725,343,571,732,0.9455644492,,0.6788389513,0.4975978037,0.5742574257
BCEwithLL,512,1.00E-05,32,100%,3,812,394,520,645,0.9455644492,,0.6733001658,0.5573095402,0.609838528
NLLoss,8,1.00E-05,8,100%,9,775,367,547,682,0.9455644492,94.56,0.6786339755,0.5319148936,0.5963832243
NLLoss,8,0.01,2,100%,0,447,199,715,1010,0.9455644492,,0.6919504644,0.3067947838,0.42510699
NLLoss,64,1.00E-06,1,100%,9,823,403,511,634,0.9455478428,94.55,0.6712887439,0.5648592999,0.6134923593
BCEwithLL,256,1.00E-06,2,100%,9,819,401,513,638,0.9455478428,94.55,0.6713114754,0.5621139327,0.611878969
NLLoss,8,1.00E-05,4,100%,7,827,386,528,630,0.9455146302,,0.681780709,0.5676046671,0.6194756554
NLLoss,8,0.01,2,100%,1,496,213,701,961,0.9455146302,,0.6995768688,0.3404255319,0.4579870729
BCEwithLL,8,1.00E-05,2,100%,7,757,340,574,700,0.9454980238,,0.6900638104,0.5195607412,0.5927956147
NLLoss,128,0.001,32,100%,0,651,298,616,806,0.9454814175,,0.6859852476,0.4468085106,0.5411471322
BCEwithLL,128,1.00E-05,8,100%,2,814,402,512,643,0.9454648112,,0.6694078947,0.5586822237,0.6090534979
BCEwithLL,16,1.00E-05,16,100%,9,945,465,449,512,0.9454482049,94.54,0.670212766,0.6485929993,0.6592256714
BCEwithLL,16,1.00E-05,4,100%,4,852,404,510,605,0.9454482049,,0.678343949,0.5847632121,0.6280869886
NLLoss,32,1.00E-05,32,100%,6,779,358,556,678,0.9454482049,,0.6851363237,0.5346602608,0.600616808
BCEwithLL,64,1.00E-05,16,100%,6,809,395,519,648,0.9454315985,,0.6719269103,0.5552505148,0.6080420894
NLLoss,128,1.00E-06,1,100%,6,825,409,505,632,0.9454315985,,0.6685575365,0.5662319835,0.613154961
NLLoss,256,1.00E-06,4,100%,9,806,399,515,651,0.9454315985,94.54,0.668879668,0.5531914894,0.6055597295
NLLoss,8,0.01,32,100%,5,410,192,722,1047,0.9454315985,,0.6810631229,0.2814001373,0.3982515784
NLLoss,32,0.0001,32,100%,0,792,396,518,665,0.9454149922,,0.6666666667,0.5435827042,0.5988657845
BCEwithLL,512,1.00E-06,1,100%,4,822,398,516,635,0.9453817795,,0.6737704918,0.5641729581,0.6141202839
NLLoss,32,1.00E-05,16,100%,4,795,400,514,662,0.9453651732,,0.6652719665,0.5456417296,0.5995475113
BCEwithLL,16,1.00E-05,1,100%,2,825,383,531,632,0.9453485669,,0.6829470199,0.5662319835,0.6191369606
BCEwithLL,8,1.00E-05,4,100%,8,814,394,520,643,0.9453319605,,0.6738410596,0.5586822237,0.6108818011
BCEwithLL,32,1.00E-05,8,100%,3,897,448,466,560,0.9453153542,,0.6669144981,0.615648593,0.6402569593
NLLoss,128,1.00E-06,2,100%,7,817,402,512,640,0.9452655352,,0.670221493,0.5607412491,0.610612855
NLLoss,16,1.00E-05,2,100%,1,908,463,451,549,0.9452489289,,0.6622902991,0.6231983528,0.6421499293
BCEwithLL,64,1.00E-05,8,100%,3,817,398,516,640,0.9452323226,,0.6724279835,0.5607412491,0.6115269461
NLLoss,8,1.00E-05,4,100%,6,831,378,536,626,0.9452323226,,0.6873449132,0.5703500343,0.6234058515
NLLoss,16,1.00E-05,16,100%,7,793,390,524,664,0.9452157162,,0.6703296703,0.544269046,0.6007575758
BCEwithLL,128,1.00E-05,1,100%,0,815,404,510,642,0.9451991099,,0.6685808039,0.5593685655,0.6091180867
NLLoss,512,0.0001,16,100%,1,678,322,592,779,0.9451991099,,0.678,0.4653397392,0.5518925519
BCEwithLL,64,0.001,32,100%,1,658,312,602,799,0.9451825036,,0.6783505155,0.4516129032,0.5422332097
NLLoss,16,1.00E-05,8,100%,3,858,435,479,599,0.9451825036,,0.6635730858,0.5888812629,0.624
NLLoss,128,1.00E-06,2,100%,8,813,397,517,644,0.9451825036,,0.6719008264,0.5579958819,0.6096737908
BCEwithLL,32,1.00E-05,16,100%,8,797,376,538,660,0.9451658972,,0.6794543905,0.5470144132,0.6060836502
BCEwithLL,256,1.00E-05,2,100%,0,805,396,518,652,0.9451658972,,0.670274771,0.5525051476,0.6057185854
BCEwithLL,256,1.00E-05,16,100%,2,822,406,508,635,0.9451492909,,0.6693811075,0.5641729581,0.6122905028
NLLoss,128,1.00E-06,1,100%,5,827,411,503,630,0.9451326846,,0.6680129241,0.5676046671,0.613729128
BCEwithLL,64,1.00E-05,2,100%,1,828,410,504,629,0.9451160782,,0.6688206785,0.5682910089,0.614471243
NLLoss,128,1.00E-05,16,100%,3,800,387,527,657,0.9451160782,,0.6739679865,0.5490734386,0.6051437216
NLLoss,256,1.00E-06,4,100%,8,816,402,512,641,0.9450994719,,0.6699507389,0.5600549073,0.6100934579
NLLoss,64,1.00E-06,1,100%,8,827,409,505,630,0.9450828656,,0.6690938511,0.5676046671,0.6141849239
BCEwithLL,64,1.00E-05,32,100%,8,810,394,520,647,0.9450496529,,0.6727574751,0.5559368566,0.6087936866
BCEwithLL,512,1.00E-06,4,100%,9,826,402,512,631,0.9450496529,94.5,0.6726384365,0.5669183253,0.6152700186
NLLoss,512,1.00E-06,8,100%,8,818,402,512,639,0.9450496529,,0.6704918033,0.5614275909,0.611131864
BCEwithLL,256,1.00E-06,1,100%,5,824,410,504,633,0.9450330466,,0.6677471637,0.5655456417,0.6124117428
NLLoss,32,1.00E-06,1,100%,9,823,403,511,634,0.9450164403,94.5,0.6712887439,0.5648592999,0.6134923593
BCEwithLL,32,0.0001,16,100%,0,803,393,521,654,0.9449998339,,0.6714046823,0.551132464,0.6053524312
BCEwithLL,16,1.00E-05,8,100%,6,824,381,533,633,0.9449832276,,0.6838174274,0.5655456417,0.6190833959
BCEwithLL,64,1.00E-05,16,100%,5,817,396,518,640,0.9449832276,,0.6735366859,0.5607412491,0.6119850187
BCEwithLL,512,0.0001,8,100%,9,632,295,619,825,0.9449832276,94.5,0.6817691478,0.4337680165,0.5302013423
NLLoss,64,1.00E-05,16,100%,3,800,392,522,657,0.9449666213,,0.6711409396,0.5490734386,0.60400151
BCEwithLL,256,1.00E-06,2,100%,8,822,404,510,635,0.9449500149,,0.6704730832,0.5641729581,0.6127469251
NLLoss,512,0.0001,1,100%,1,669,328,586,788,0.9449500149,,0.6710130391,0.459162663,0.5452322738
BCEwithLL,128,1.00E-05,4,100%,1,817,402,512,640,0.9449334086,,0.670221493,0.5607412491,0.610612855
BCEwithLL,32,1.00E-05,4,100%,2,819,407,507,638,0.9449168023,,0.6680261011,0.5621139327,0.6105106224
NLLoss,512,1.00E-06,2,100%,4,825,403,511,632,0.9449168023,,0.6718241042,0.5662319835,0.6145251397
BCEwithLL,32,1.00E-05,32,100%,9,813,401,513,644,0.944900196,94.49,0.6696869852,0.5579958819,0.6087607638
NLLoss,16,1.00E-05,32,100%,8,901,423,491,556,0.944900196,,0.6805135952,0.6183939602,0.6479683567
BCEwithLL,128,1.00E-05,32,100%,5,823,403,511,634,0.944900196,,0.6712887439,0.5648592999,0.6134923593
NLLoss,128,1.00E-05,2,100%,0,819,403,511,638,0.944900196,,0.670212766,0.5621139327,0.6114221725
BCEwithLL,64,1.00E-05,4,100%,2,817,395,519,640,0.9448835896,,0.6740924092,0.5607412491,0.6122143125
NLLoss,128,1.00E-05,32,100%,3,831,416,498,626,0.9448835896,,0.6663993585,0.5703500343,0.6146449704
NLLoss,32,1.00E-05,8,100%,2,881,433,481,576,0.9448669833,,0.6704718417,0.6046671242,0.6358715265
BCEwithLL,256,1.00E-05,8,100%,1,823,399,515,634,0.9448669833,,0.6734860884,0.5648592999,0.6144083613
NLLoss,512,1.00E-06,4,100%,6,821,402,512,636,0.9448669833,,0.6713000818,0.5634866163,0.6126865672
BCEwithLL,8,0.0001,4,100%,0,816,386,528,641,0.9448669833,,0.6788685524,0.5600549073,0.6137645731
BCEwithLL,64,1.00E-05,8,100%,2,829,418,496,628,0.9448337706,,0.6647955092,0.5689773507,0.6131656805
NLLoss,32,0.001,1,100%,9,472,201,713,985,0.9448337706,94.48,0.7013372957,0.3239533288,0.4431924883
BCEwithLL,256,1.00E-05,32,100%,4,815,397,517,642,0.9448337706,,0.6724422442,0.5593685655,0.6107156238
NLLoss,512,0.0001,4,100%,0,610,288,626,847,0.9448171643,,0.6792873051,0.4186684969,0.5180467091
BCEwithLL,128,1.00E-06,1,100%,8,819,399,515,638,0.944800558,,0.6724137931,0.5621139327,0.6123364486
NLLoss,256,1.00E-06,2,100%,6,801,395,519,656,0.9447839516,,0.6697324415,0.5497597804,0.6038447041
NLLoss,8,1.00E-05,8,100%,8,778,370,544,679,0.9447839516,,0.6777003484,0.533973919,0.5973128599
BCEwithLL,64,1.00E-05,1,100%,0,855,412,502,602,0.9447673453,,0.6748224152,0.5868222375,0.627753304
NLLoss,256,1.00E-05,32,100%,2,788,389,525,669,0.9447673453,,0.6694987256,0.540837337,0.5983295368
BCEwithLL,32,1.00E-05,16,100%,7,813,388,526,644,0.944750739,,0.6769358868,0.5579958819,0.611738149
NLLoss,128,1.00E-05,4,100%,0,824,411,503,633,0.944750739,,0.6672064777,0.5655456417,0.6121842496
NLLoss,512,1.00E-05,8,100%,0,809,399,515,648,0.944750739,,0.6697019868,0.5552505148,0.6071294559
BCEwithLL,64,1.00E-05,16,100%,4,861,423,491,596,0.9447341327,,0.6705607477,0.5909402883,0.6282378694
NLLoss,32,1.00E-06,1,100%,8,830,407,507,627,0.9447341327,,0.670978173,0.5696636925,0.6161841128
BCEwithLL,8,0.01,16,100%,1,455,200,714,1002,0.9447341327,,0.6946564885,0.3122855182,0.4308712121
BCEwithLL,32,0.0001,32,100%,0,831,418,496,626,0.9447175263,,0.6653322658,0.5703500343,0.6141906874
NLLoss,512,1.00E-06,4,100%,5,828,404,510,629,0.94470092,,0.6720779221,0.5682910089,0.6158423206
NLLoss,512,1.00E-06,2,100%,3,826,405,509,631,0.9446843137,,0.6709991877,0.5669183253,0.6145833333
BCEwithLL,8,1.00E-05,1,100%,4,746,342,572,711,0.9446843137,,0.6856617647,0.5120109815,0.5862475442
BCEwithLL,32,1.00E-05,2,100%,1,906,428,486,551,0.944651101,,0.6791604198,0.6218256692,0.6492296668
BCEwithLL,512,1.00E-06,4,100%,8,826,407,507,631,0.944651101,,0.6699107867,0.5669183253,0.6141263941
NLLoss,8,1.00E-05,1,100%,1,878,436,478,579,0.944651101,,0.6681887367,0.6026080988,0.6337062432
BCEwithLL,512,1.00E-06,2,100%,6,823,400,514,634,0.9446344947,,0.6729354047,0.5648592999,0.6141791045
NLLoss,64,1.00E-05,32,100%,4,910,454,460,547,0.9446178883,,0.6671554252,0.6245710364,0.6451612903
NLLoss,64,1.00E-05,2,100%,0,836,420,494,621,0.944601282,,0.6656050955,0.5737817433,0.6162919278
NLLoss,512,1.00E-06,8,100%,7,823,405,509,634,0.944601282,,0.6701954397,0.5648592999,0.6130353818
BCEwithLL,64,1.00E-05,32,100%,7,816,396,518,641,0.9445846757,,0.6732673267,0.5600549073,0.6114649682
NLLoss,8,1.00E-05,8,100%,7,746,353,561,711,0.9445680693,,0.6787989081,0.5120109815,0.5837245696
NLLoss,8,1.00E-05,4,100%,5,834,380,534,623,0.944551463,,0.686985173,0.5724090597,0.6244852115
BCEwithLL,128,1.00E-05,16,100%,3,817,405,509,640,0.9445348567,,0.6685761047,0.5607412491,0.609929078
NLLoss,16,1.00E-05,4,100%,3,924,448,466,533,0.9445348567,,0.6734693878,0.6341798216,0.6532343584
BCEwithLL,256,0.0001,2,100%,0,660,313,601,797,0.9445348567,,0.6783144913,0.4529855868,0.5432098765
BCEwithLL,8,1.00E-05,2,100%,6,757,338,576,700,0.9445348567,,0.6913242009,0.5195607412,0.5932601881
NLLoss,32,1.00E-05,16,100%,3,860,420,494,597,0.944501644,,0.671875,0.5902539465,0.6284252832
NLLoss,512,1.00E-06,4,100%,4,829,405,509,628,0.944501644,,0.6717990276,0.5689773507,0.6161278335
NLLoss,128,1.00E-05,16,100%,2,818,400,514,639,0.9444850377,,0.671592775,0.5614275909,0.611588785
BCEwithLL,128,1.00E-06,1,100%,7,823,401,513,634,0.9444850377,,0.6723856209,0.5648592999,0.6139500186
NLLoss,128,1.00E-06,1,100%,4,833,417,497,624,0.9444850377,,0.6664,0.5717227179,0.6154414481
NLLoss,256,1.00E-06,1,100%,3,821,405,509,636,0.9444850377,,0.6696574225,0.5634866163,0.6120014909
BCEwithLL,16,1.00E-05,16,100%,8,949,467,447,508,0.9444684314,,0.6701977401,0.6513383665,0.6606334842
NLLoss,64,1.00E-05,8,100%,1,872,466,448,585,0.9444684314,,0.6517189836,0.598490048,0.6239713775
BCEwithLL,512,1.00E-05,16,100%,1,826,401,513,631,0.9444684314,,0.6731866341,0.5669183253,0.6154992548
NLLoss,64,1.00E-06,1,100%,7,833,415,499,624,0.944451825,,0.6674679487,0.5717227179,0.615896488
NLLoss,256,1.00E-06,2,100%,5,821,399,515,636,0.944451825,,0.6729508197,0.5634866163,0.6133731789
BCEwithLL,64,1.00E-06,1,100%,9,835,421,493,622,0.9443853997,94.44,0.6648089172,0.5730954015,0.6155547365
NLLoss,64,1.00E-06,2,100%,9,822,411,503,635,0.9443189744,94.43,0.6666666667,0.5641729581,0.6111524164
BCEwithLL,8,0.0001,32,100%,2,725,352,562,732,0.9443189744,,0.6731662024,0.4975978037,0.5722178374
NLLoss,8,1.00E-05,2,100%,2,829,375,539,628,0.9443189744,,0.688538206,0.5689773507,0.6230740323
NLLoss,32,1.00E-06,1,100%,7,835,414,500,622,0.9442691554,,0.6685348279,0.5730954015,0.6171470806
BCEwithLL,128,1.00E-06,1,100%,6,824,406,508,633,0.9442525491,,0.6699186992,0.5655456417,0.613323409
NLLoss,256,1.00E-06,4,100%,7,818,402,512,639,0.9442525491,,0.6704918033,0.5614275909,0.611131864
NLLoss,512,1.00E-06,1,100%,2,824,404,510,633,0.9442193364,,0.671009772,0.5655456417,0.6137802607
BCEwithLL,128,1.00E-06,2,100%,9,827,411,503,630,0.9441861238,94.42,0.6680129241,0.5676046671,0.613729128
BCEwithLL,256,1.00E-06,2,100%,7,826,405,509,631,0.9441861238,,0.6709991877,0.5669183253,0.6145833333
BCEwithLL,8,1.00E-05,4,100%,6,816,397,517,641,0.9441695174,,0.6727122836,0.5600549073,0.6112359551
NLLoss,16,1.00E-05,32,100%,7,896,421,493,561,0.9441529111,,0.6803340926,0.6149622512,0.645998558
BCEwithLL,256,1.00E-06,2,100%,6,830,413,501,627,0.9441529111,,0.6677393403,0.5696636925,0.6148148148
NLLoss,8,0.01,8,100%,2,476,201,713,981,0.9441529111,,0.7031019202,0.326698696,0.4461105904
NLLoss,16,1.00E-05,16,100%,6,791,392,522,666,0.9441363048,,0.6686390533,0.5428963624,0.5992424242
NLLoss,32,1.00E-05,4,100%,1,917,440,474,540,0.9441363048,,0.6757553427,0.629375429,0.6517412935
NLLoss,64,1.00E-06,1,100%,6,837,418,496,620,0.9441363048,,0.6669322709,0.5744680851,0.6172566372
BCEwithLL,64,1.00E-05,16,100%,3,933,461,453,524,0.9441196984,,0.6692969871,0.6403568977,0.6545071905
NLLoss,512,1.00E-06,8,100%,6,828,408,506,629,0.9441030921,,0.6699029126,0.5682910089,0.61492759
BCEwithLL,8,0.01,4,100%,2,466,205,709,991,0.9440698794,,0.694485842,0.319835278,0.4379699248
BCEwithLL,8,1.00E-05,4,100%,7,814,392,522,643,0.9440698794,,0.6749585406,0.5586822237,0.6113405933
BCEwithLL,256,1.00E-06,1,100%,4,829,417,497,628,0.9440532731,,0.665329053,0.5689773507,0.6133925268
NLLoss,128,1.00E-06,4,100%,9,823,407,507,634,0.9440366668,94.4,0.6691056911,0.5648592999,0.6125790845
NLLoss,8,0.01,16,100%,1,439,190,724,1018,0.9440366668,,0.6979332273,0.3013040494,0.4209012464
NLLoss,32,1.00E-05,1,100%,0,822,395,519,635,0.9440200604,,0.6754313887,0.5641729581,0.6148092745
NLLoss,128,1.00E-06,2,100%,6,819,403,511,638,0.9440200604,,0.670212766,0.5621139327,0.6114221725
NLLoss,256,1.00E-06,4,100%,6,824,403,511,633,0.9440200604,,0.6715566422,0.5655456417,0.6140089419
BCEwithLL,512,1.00E-06,1,100%,3,825,402,512,632,0.9440200604,,0.6723716381,0.5662319835,0.6147540984
BCEwithLL,16,0.0001,16,100%,0,898,431,483,559,0.9440034541,,0.675696012,0.6163349348,0.6446518306
BCEwithLL,128,1.00E-05,32,100%,4,824,404,510,633,0.9440034541,,0.671009772,0.5655456417,0.6137802607
BCEwithLL,256,1.00E-05,32,100%,3,826,402,512,631,0.9440034541,,0.6726384365,0.5669183253,0.6152700186
NLLoss,64,1.00E-06,2,100%,8,825,413,501,632,0.9440034541,,0.6663974152,0.5662319835,0.612244898
BCEwithLL,64,1.00E-06,1,100%,8,871,437,477,586,0.9439702415,,0.6659021407,0.5978037062,0.6300180832
NLLoss,16,0.0001,32,100%,0,924,449,465,533,0.9439370288,,0.6729788784,0.6341798216,0.6530035336
NLLoss,512,1.00E-06,2,100%,2,867,437,477,590,0.9439204225,,0.6648773006,0.5950583391,0.6280333213
BCEwithLL,32,1.00E-05,16,100%,6,851,406,508,606,0.9438706035,,0.677008751,0.5840768703,0.6271186441
NLLoss,8,1.00E-05,4,100%,4,816,377,537,641,0.9438706035,,0.6839899413,0.5600549073,0.6158490566
BCEwithLL,8,0.01,8,100%,7,429,195,719,1028,0.9438539971,,0.6875,0.2944406314,0.412301778
BCEwithLL,128,1.00E-05,16,100%,2,828,410,504,629,0.9438207845,,0.6688206785,0.5682910089,0.614471243
NLLoss,64,1.00E-06,2,100%,7,830,420,494,627,0.9438207845,,0.664,0.5696636925,0.6132249723
BCEwithLL,8,0.0001,8,100%,0,856,412,502,601,0.9438041782,,0.6750788644,0.5875085793,0.6282568807
BCEwithLL,64,1.00E-05,32,100%,6,820,399,515,637,0.9437875718,,0.6726825267,0.5628002745,0.6128550075
NLLoss,128,1.00E-06,2,100%,5,825,408,506,632,0.9437709655,,0.6690997567,0.5662319835,0.6133828996
BCEwithLL,8,1.00E-05,2,100%,5,735,334,580,722,0.9437709655,,0.6875584659,0.5044612217,0.5819477435
BCEwithLL,32,1.00E-05,32,100%,8,856,419,495,601,0.9437543592,,0.671372549,0.5875085793,0.6266471449
BCEwithLL,16,1.00E-05,4,100%,3,855,417,497,602,0.9437543592,,0.6721698113,0.5868222375,0.6266031513
BCEwithLL,64,1.00E-06,1,100%,7,880,446,468,577,0.9437543592,,0.6636500754,0.6039807824,0.6324110672
BCEwithLL,512,1.00E-06,4,100%,7,832,408,506,625,0.9437211465,,0.6709677419,0.5710363761,0.6169818317
NLLoss,256,1.00E-05,8,100%,0,844,417,497,613,0.9437045402,,0.6693100714,0.5792724777,0.6210448859
BCEwithLL,16,1.00E-05,16,100%,7,952,474,440,505,0.9436879338,,0.667601683,0.6533973919,0.6604231703
NLLoss,64,1.00E-06,1,100%,5,857,444,470,600,0.9436879338,,0.6587240584,0.5881949211,0.6214648296
NLLoss,256,1.00E-06,2,100%,4,826,402,512,631,0.9436547212,,0.6726384365,0.5669183253,0.6152700186
BCEwithLL,8,0.01,8,100%,1,491,208,706,966,0.9436547212,,0.7024320458,0.3369938229,0.4554730983
BCEwithLL,32,1.00E-05,4,100%,1,895,440,474,562,0.9436381148,,0.670411985,0.6142759094,0.6411174785
NLLoss,32,1.00E-06,1,100%,6,856,422,492,601,0.9436381148,,0.6697965571,0.5875085793,0.6259597806
BCEwithLL,16,1.00E-05,8,100%,5,814,379,535,643,0.9436215085,,0.6823134954,0.5586822237,0.6143396226
NLLoss,32,1.00E-05,32,100%,5,782,372,542,675,0.9435716895,,0.6776429809,0.5367192862,0.5990042129
NLLoss,256,1.00E-06,8,100%,9,832,412,502,625,0.9435550832,94.36,0.6688102894,0.5710363761,0.6160681229
BCEwithLL,32,1.00E-05,8,100%,2,933,468,446,524,0.9435218705,,0.6659528908,0.6403568977,0.6529041288
NLLoss,64,1.00E-05,16,100%,2,815,404,510,642,0.9435218705,,0.6685808039,0.5593685655,0.6091180867
BCEwithLL,512,1.00E-06,4,100%,6,829,413,501,628,0.9435218705,,0.6674718196,0.5689773507,0.6143015932
BCEwithLL,64,1.00E-05,32,100%,5,872,415,499,585,0.9434720515,,0.6775446775,0.598490048,0.6355685131
BCEwithLL,128,1.00E-06,1,100%,5,826,408,506,631,0.9434720515,,0.6693679092,0.5669183253,0.6138981791
NLLoss,512,1.00E-05,32,100%,1,825,404,510,632,0.9434388389,,0.6712774614,0.5662319835,0.6142963515
NLLoss,16,1.00E-05,4,100%,2,931,451,463,526,0.9434056262,,0.6736613603,0.6389842141,0.6558647411
BCEwithLL,256,1.00E-06,4,100%,9,827,407,507,630,0.9433724136,94.34,0.670178282,0.5676046671,0.6146413973
BCEwithLL,512,1.00E-05,8,100%,0,853,421,493,604,0.9433724136,,0.669544741,0.5854495539,0.6246796045
BCEwithLL,32,1.00E-05,16,100%,5,862,418,496,595,0.9433558072,,0.6734375,0.5916266301,0.6298867373
NLLoss,128,1.00E-05,32,100%,2,878,448,466,579,0.9433558072,,0.6621417798,0.6026080988,0.6309737693
BCEwithLL,256,1.00E-06,2,100%,5,833,421,493,624,0.9433392009,,0.6642743222,0.5717227179,0.6145333825
