setup,hidden,learning_rate,batch_size,train_percentage,epoch,nlt_tp,nlt_fp,nlt_tn,nlt_fn,eval_accuracy,eval_accuracy_2,precision,recall,f1-score
BCEwithLL,128,0.01,4,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,4,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,4,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,4,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,4,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
NLLoss,32,0.01,2,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,2,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,2,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,2,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,2,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,2,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,2,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,2,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,2,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,2,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
BCEwithLL,16,0.01,1,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,1,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,1,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,1,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,1,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,1,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,1,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,1,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,1,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,1,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
BCEwithLL,128,0.01,2,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,2,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,2,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,2,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,2,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,2,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,2,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,2,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,2,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,2,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
NLLoss,16,0.01,4,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,4,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,4,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,4,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,4,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,4,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,4,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,4,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,4,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,4,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
NLLoss,64,0.01,8,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,8,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,8,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,8,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,8,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,8,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,8,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,8,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,8,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,8,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
NLLoss,16,0.01,2,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,2,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,2,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,2,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,2,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,2,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,2,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,2,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,2,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,2,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
BCEwithLL,32,0.01,1,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,32,0.01,1,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,32,0.01,1,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,32,0.01,1,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,32,0.01,1,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,32,0.01,1,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,32,0.01,1,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,32,0.01,1,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,32,0.01,1,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,32,0.01,1,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
NLLoss,64,0.01,16,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,16,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,16,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,16,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,16,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,16,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,16,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,16,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,16,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,16,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
BCEwithLL,64,0.01,1,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.01,1,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.01,1,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.01,1,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.01,1,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.01,1,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.01,1,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.01,1,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.01,1,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.01,1,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
BCEwithLL,64,0.001,2,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.001,2,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.001,2,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.001,2,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.001,2,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
BCEwithLL,128,0.001,32,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,32,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,32,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,32,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,32,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,32,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,32,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,32,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,32,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
BCEwithLL,16,0.01,16,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,16,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,16,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,16,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,16,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,16,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,16,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,16,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,16,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,16,0.01,16,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
NLLoss,64,0.01,4,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,4,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,4,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,4,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,4,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,4,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,4,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,4,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,4,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,4,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
BCEwithLL,128,0.001,16,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,16,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,16,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,16,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,16,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,16,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,16,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,16,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,16,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,16,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
NLLoss,128,0.01,32,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,32,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,32,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,32,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,32,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,32,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,32,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,32,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,32,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,32,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
BCEwithLL,128,0.001,4,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,4,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,4,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,4,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,4,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,4,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,4,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,4,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,4,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,4,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
NLLoss,64,0.01,2,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,2,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,2,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,2,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,2,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,2,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,2,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,2,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,2,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,64,0.01,2,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
BCEwithLL,128,0.001,8,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,8,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,8,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,8,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,8,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,8,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,8,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,8,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,8,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,8,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
BCEwithLL,128,0.001,2,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,2,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,2,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,2,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,2,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,2,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,2,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,2,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,2,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.001,2,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
NLLoss,32,0.01,1,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,1,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,1,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,1,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,1,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,1,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,1,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,1,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,1,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,32,0.01,1,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
NLLoss,128,0.01,8,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,8,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,8,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,8,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,8,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,8,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,8,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,8,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,8,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,8,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
NLLoss,128,0.01,16,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,16,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,16,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,16,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,16,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,16,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,16,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,16,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,16,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,16,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
NLLoss,16,0.01,1,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,1,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,1,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,1,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,1,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,1,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,1,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,1,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,1,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,16,0.01,1,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
BCEwithLL,128,0.01,1,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,1,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,1,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,1,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,1,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,1,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,1,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,1,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,1,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,128,0.01,1,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
BCEwithLL,256,0.01,32,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,32,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,32,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,32,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,32,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,32,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,32,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,32,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,32,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,32,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
NLLoss,128,0.01,4,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,4,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,4,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,4,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,4,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,4,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,4,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,4,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,4,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,4,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
NLLoss,128,0.001,8,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.001,8,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.001,8,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.001,8,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.001,8,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.001,8,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.001,8,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.001,8,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.001,8,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.001,8,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
NLLoss,128,0.01,2,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,2,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,2,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,2,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,2,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,2,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,2,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,2,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,2,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.01,2,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
BCEwithLL,64,0.001,1,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.001,1,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.001,1,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.001,1,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.001,1,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.001,1,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.001,1,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,64,0.001,1,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
BCEwithLL,256,0.01,16,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,16,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,16,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,16,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,16,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,16,100%,5,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,16,100%,6,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,16,100%,7,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,16,100%,8,0,0,914,1457,0.5,,#DIV/0!,0,0
BCEwithLL,256,0.01,16,100%,9,0,0,914,1457,0.5,50,#DIV/0!,0,0
NLLoss,128,0.001,4,100%,0,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.001,4,100%,1,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.001,4,100%,2,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.001,4,100%,3,0,0,914,1457,0.5,,#DIV/0!,0,0
NLLoss,128,0.001,4,100%,4,0,0,914,1457,0.5,,#DIV/0!,0,0
